"","GO","wR2Nmean","CRI2mean","eAImean","sumScoremean"
"1","GO:0000049",0.381922201447683,0.65725668033997,0.261299968397192,0.433492950061615
"2","GO:0000146",0.384651022786503,0.667210623467307,0.288456654438536,0.446772766897449
"3","GO:0000149",0.354860473197187,0.642981977697285,0.236266118981178,0.411369523291883
"4","GO:0000166",0.379857594879319,0.664838229736664,0.269577781604549,0.438091202073511
"5","GO:0000287",0.397537026921091,0.668368708988631,0.300479646327214,0.455461794078979
"6","GO:0000976",0.366376941384892,0.659960785876766,0.290983186791572,0.439106971351077
"7","GO:0000977",0.320472971085802,0.648547465087192,0.2517896040989,0.406936680090632
"8","GO:0000978",0.337917557977728,0.647832104086742,0.270267476036616,0.418672379367029
"9","GO:0000981",0.322395085459442,0.648038932687447,0.274784511047302,0.415072843064731
"10","GO:0001085",0.323576516711351,0.63703726912707,0.258332436661341,0.406315407499921
"11","GO:0001228",0.327951663864108,0.647199037333311,0.259152383458686,0.411434361552035
"12","GO:0001653",0.30161649214683,0.640455177782153,0.223809187963435,0.388626952630806
"13","GO:0001664",0.368321228919225,0.675929940420969,0.224378556398324,0.422876575246172
"14","GO:0001786",0.361640277468597,0.661257878241818,0.245860517728248,0.422919557812887
"15","GO:0003674",0.354289619637197,0.656106319666369,0.273958375922962,0.428118105075509
"16","GO:0003676",0.373169081132865,0.660522817531084,0.290189159714577,0.441293686126175
"17","GO:0003677",0.353471309947089,0.660198445747258,0.273090290545734,0.42892001541336
"18","GO:0003678",0.3792800106675,0.662166608340356,0.254959146882877,0.432135255296911
"19","GO:0003682",0.349805244104733,0.648524119518062,0.248021495649618,0.415450286424138
"20","GO:0003684",0.341874681851783,0.649351622890555,0.26157592311883,0.417600742620389
"21","GO:0003690",0.405359044906413,0.683655778040196,0.320243103051557,0.469752641999389
"22","GO:0003697",0.40959547317498,0.676916434114161,0.285994992433763,0.457502299907635
"23","GO:0003700",0.321743946793423,0.653158405485033,0.24832502442529,0.407742458901248
"24","GO:0003707",0.311616076514671,0.649596095841539,0.249100023339105,0.403437398565105
"25","GO:0003712",0.332321272045537,0.64480519683954,0.23487183928689,0.403999436057322
"26","GO:0003713",0.357690321514404,0.654400380677428,0.270311175263768,0.4274672924852
"27","GO:0003714",0.305049002857877,0.631444764052496,0.234416303403855,0.390303356771409
"28","GO:0003723",0.395994325278546,0.671043255276303,0.317487500629327,0.461508360394725
"29","GO:0003724",0.416722858020283,0.671719870844941,0.285529010501623,0.457990579788949
"30","GO:0003725",0.461970993712845,0.676554940600696,0.263393890829743,0.467306608381095
"31","GO:0003727",0.470489601114393,0.680010828597924,0.288388289862723,0.47962957319168
"32","GO:0003729",0.37525614673273,0.667837948186747,0.315960232541207,0.453018109153561
"33","GO:0003730",0.391470536934168,0.680367597066503,0.335232322480794,0.469023485493822
"34","GO:0003735",0.522833528248441,0.75289632417333,0.517090464243173,0.597606772221648
"35","GO:0003743",0.462020394306274,0.695276265250466,0.333060819316168,0.49678582629097
"36","GO:0003755",0.410257848287428,0.693040550962596,0.366533446949453,0.489943948733159
"37","GO:0003774",0.401331162809771,0.672026530703356,0.289096291067187,0.454151328193438
"38","GO:0003777",0.36944276860321,0.643701441472416,0.248626416107638,0.420590208727754
"39","GO:0003779",0.477888401953909,0.689264204980695,0.301892796674751,0.489681801203119
"40","GO:0003824",0.402398248242282,0.675638343620387,0.29088917875327,0.456308590205313
"41","GO:0003924",0.405670532203272,0.674116023588849,0.278771910194884,0.452852821995668
"42","GO:0004175",0.471156071563806,0.70305720551218,0.371709063867978,0.515307446981321
"43","GO:0004177",0.411777274595161,0.680443244946506,0.288535588559345,0.460252036033671
"44","GO:0004180",0.399893038123062,0.676337161703281,0.282227225606517,0.452819141810954
"45","GO:0004190",0.436720339292518,0.695368053742759,0.365113875585627,0.499067422873634
"46","GO:0004197",0.381800109634442,0.689546980756419,0.282962267254616,0.451436452548492
"47","GO:0004222",0.345492773943537,0.670768663255663,0.248745190771087,0.421668875990095
"48","GO:0004252",0.352427804340393,0.661583190734013,0.252802448297936,0.422271147790781
"49","GO:0004364",0.4381953437329,0.692034785554662,0.306429867025447,0.47888666543767
"50","GO:0004383",0.307842897215213,0.646095706888976,0.225027304628669,0.392988636244286
"51","GO:0004386",0.394479462613408,0.667005687804229,0.268311541446726,0.443265563954788
"52","GO:0004402",0.338808487190693,0.652617930150831,0.226685163128002,0.406037193489842
"53","GO:0004435",0.366373742987276,0.679040093682274,0.246962883171349,0.430792239946966
"54","GO:0004497",0.356618040108866,0.661260064721562,0.248911314152084,0.422263139660837
"55","GO:0004518",0.369182883056921,0.664295345286687,0.249340254834352,0.42760616105932
"56","GO:0004519",0.366606640965211,0.660472519177431,0.254994829035297,0.427357996392646
"57","GO:0004527",0.377244382124094,0.667542009480399,0.247162547845006,0.430649646483167
"58","GO:0004672",0.354395729598403,0.657361584413224,0.242195794543298,0.417984369518308
"59","GO:0004674",0.360401195396921,0.658046326765706,0.24768759950529,0.422045040555972
"60","GO:0004707",0.343995655877957,0.650384661293041,0.241632441896091,0.412004253022363
"61","GO:0004713",0.328719157754563,0.654292802330142,0.244410572963461,0.409140844349389
"62","GO:0004714",0.307273262350819,0.65403361541858,0.221221362218952,0.394176079996117
"63","GO:0004715",0.366841052139579,0.66005260201114,0.258438014406385,0.428443889519035
"64","GO:0004721",0.373513692311847,0.67160974326277,0.263303595917299,0.436142343830638
"65","GO:0004722",0.378647179146764,0.683053697186999,0.269633392484197,0.443778089605987
"66","GO:0004725",0.388006968992737,0.667577226791817,0.263147713228714,0.439577303004423
"67","GO:0004812",0.421810690634676,0.67380922937423,0.281533120942402,0.459051013650436
"68","GO:0004842",0.361012922369203,0.66825454784803,0.234352730433715,0.421206733550316
"69","GO:0004843",0.334038753253656,0.665080068669793,0.247559697279684,0.415559506401044
"70","GO:0004867",0.362495941724487,0.67495778215506,0.285588206662663,0.441013976847403
"71","GO:0004888",0.34181261359483,0.66926684316326,0.244360083695934,0.418479846818008
"72","GO:0004930",0.36162111288556,0.673273957470702,0.258388785592694,0.431094618649652
"73","GO:0004993",0.344027837673952,0.658648245132635,0.254964360986807,0.419213481264465
"74","GO:0005085",0.335973713708639,0.648696836889381,0.224241609985542,0.402970720194521
"75","GO:0005089",0.419158717088038,0.659633609706402,0.147188323255118,0.408660216683186
"76","GO:0005096",0.361446973807535,0.656221248681844,0.257380500730636,0.425016241073338
"77","GO:0005102",0.391263897357864,0.666372703796454,0.260781174521387,0.439472591891902
"78","GO:0005179",0.434793971679184,0.718225368486553,0.302372047637976,0.485130462601238
"79","GO:0005198",0.491416522484439,0.691608681941496,0.278167453382572,0.487064219269502
"80","GO:0005200",0.52218080341201,0.714253005648074,0.404523482666673,0.546985763908919
"81","GO:0005201",0.367557593218498,0.619657340856694,0.329760753194157,0.43899189575645
"82","GO:0005216",0.325750611030255,0.657151155023371,0.233545478971535,0.405482415008387
"83","GO:0005230",0.345112043336674,0.666789607408823,0.246049740413543,0.419317130386347
"84","GO:0005243",0.404351346030386,0.702528637598825,0.269008054539417,0.458629346056209
"85","GO:0005244",0.335784331273059,0.661092970368506,0.251015015149524,0.41596410559703
"86","GO:0005245",0.309601245772252,0.652025871973958,0.245779606225975,0.402468907990728
"87","GO:0005249",0.361767795181569,0.66748740337985,0.257841833508222,0.429032344023214
"88","GO:0005254",0.336487651990987,0.662926531085531,0.242269711954996,0.413894631677171
"89","GO:0005261",0.304450335673357,0.641291041426432,0.235734075259359,0.393825150786383
"90","GO:0005262",0.322793071720092,0.654746980200758,0.200295616166194,0.392611889362348
"91","GO:0005267",0.329588979595342,0.654052122744981,0.24107863615064,0.408239912830321
"92","GO:0005272",0.269965901273708,0.649541732554905,0.227052120664103,0.382186584830905
"93","GO:0005344",0.318468850646391,0.639448023103019,0.228973040034487,0.395629971261299
"94","GO:0005506",0.382187488317447,0.670139465248229,0.263530432555965,0.438619128707213
"95","GO:0005509",0.362846198171411,0.670007562673357,0.246598800641147,0.426484187161972
"96","GO:0005515",0.378583135700868,0.662501335858961,0.271958160094774,0.437680877218201
"97","GO:0005516",0.353800169030273,0.657405121970648,0.255902508566063,0.422369266522328
"98","GO:0005524",0.376243314623826,0.662632227015667,0.263284610495034,0.434053384044842
"99","GO:0005525",0.39381448088175,0.671117709705266,0.273715117842263,0.446215769476426
"100","GO:0005543",0.344765292402135,0.641540812733223,0.248944841477444,0.411750315537601
"101","GO:0005544",0.354355721548377,0.654333723371881,0.251154444992378,0.419947963304212
"102","GO:0005546",0.327911179994972,0.648460363919859,0.243918434746961,0.406763326220597
"103","GO:0008013",0.384742557192729,0.657789408662269,0.255409372150734,0.432647112668577
"104","GO:0008017",0.40615658677613,0.655230199564545,0.260241050141915,0.440542612160863
