"","GO","wR2Nmean","CRI2mean","eAImean","sumScoremean"
"1","GO:0000139",0.657538038731162,0.782486224716892,0.432910545767765,0.62431160307194
"2","GO:0000781",0.659144165937221,0.767485572199662,0.453140140750178,0.62658995962902
"3","GO:0000785",0.702659938943303,0.788026450929243,0.417230497564678,0.635972295812408
"4","GO:0000786",0.745569883583743,0.793917208821117,0.515143038069341,0.684876710158067
"5","GO:0001650",0.639369143879592,0.76518770602628,0.408505087951527,0.604353979285799
"6","GO:0001669",0.657767092039731,0.769137004626656,0.433482511242538,0.620128869302975
"7","GO:0005575",0.623197915171904,0.754864192183273,0.385872570654872,0.587978226003349
"8","GO:0005576",0.63408028570022,0.768518968609453,0.420449064043406,0.60768277278436
"9","GO:0005615",0.658386638751789,0.778305490094267,0.43229259730648,0.622994908717512
"10","GO:0005634",0.634530145348315,0.762690967189221,0.393445903965553,0.596889005501029
"11","GO:0005654",0.648323603464162,0.765669943186398,0.403063661352103,0.605685736000888
"12","GO:0005667",0.685533536967883,0.783935754233576,0.42785991051236,0.63244306723794
"13","GO:0005730",0.611769646450896,0.742615237493145,0.383604836253206,0.579329906732416
"14","GO:0005737",0.641052059914999,0.767131769982404,0.406118840314503,0.604767556737302
"15","GO:0005739",0.619935751717826,0.749375773445348,0.398541302669239,0.589284275944138
"16","GO:0005741",0.639413998433558,0.753542377171196,0.397246817920974,0.596734397841909
"17","GO:0005743",0.608144030777534,0.7414407115242,0.383132003405841,0.577572248569192
"18","GO:0005759",0.600120834384822,0.747474786424715,0.394932664430829,0.580842761746789
"19","GO:0005764",0.642665384698162,0.779700818913812,0.426579857757772,0.616315353789915
"20","GO:0005765",0.67900631068355,0.789738202178536,0.468634007145669,0.645792840002585
"21","GO:0005768",0.665849529384833,0.783884875268096,0.436555656491114,0.628763353714681
"22","GO:0005769",0.638249271807255,0.775561057329256,0.413806516859796,0.609205615332102
"23","GO:0005783",0.658297543560596,0.776655983588088,0.423639545477762,0.619531024208815
"24","GO:0005788",0.654607991958146,0.776086926815276,0.42675199382008,0.619148970864501
"25","GO:0005789",0.635874711360657,0.774893778661173,0.421671106787452,0.610813198936427
"26","GO:0005794",0.648321476052374,0.774088071878766,0.419451707844729,0.613953751925289
"27","GO:0005796",0.626883056877205,0.772747488460869,0.408662559600053,0.602764368312709
"28","GO:0005813",0.572252246667688,0.734509679619321,0.36385509731402,0.556872341200343
"29","GO:0005829",0.64369506704035,0.773271978377362,0.411439423461874,0.609468822959862
"30","GO:0005856",0.656748058964643,0.770231908329828,0.417803180131213,0.614927715808561
"31","GO:0005874",0.653611893821946,0.766157102162835,0.394384930349275,0.604717975444685
"32","GO:0005882",0.656094373118764,0.828130395693649,0.435659079883706,0.639961282898706
"33","GO:0005886",0.659293109462555,0.789245131399373,0.439433509414665,0.629323916758864
"34","GO:0005887",0.66548089470077,0.792492160782658,0.443294112662967,0.633755722715465
"35","GO:0005911",0.604579019061831,0.755757173342436,0.388028937306762,0.582788376570343
"36","GO:0005925",0.710285457944429,0.80153658336323,0.458358586014471,0.656726875774044
"37","GO:0005929",0.640002950688864,0.769076366413526,0.409090463389878,0.606056593497423
"38","GO:0005938",0.622468847379004,0.756729281039653,0.398767409894576,0.592655179437745
"39","GO:0008076",0.741466592825345,0.825152315192492,0.508998774816685,0.691872560944841
"40","GO:0009897",0.633378738056559,0.776943399692375,0.416212363677903,0.608844833808946
"41","GO:0009986",0.685437653189212,0.798533391915924,0.451658344817221,0.645209796640786
"42","GO:0010008",0.653213770969039,0.77617116016081,0.435125349736088,0.621503426955313
"43","GO:0014069",0.67345220222746,0.781534929608766,0.411839296511014,0.622275476115747
"44","GO:0015629",0.623619957438922,0.768321268540946,0.415500425183086,0.602480550387651
"45","GO:0016020",0.643828498310191,0.770156377870698,0.420232385050116,0.611405753743668
"46","GO:0016021",0.643961280664797,0.782518035553125,0.432720588015816,0.619733301411246
"47","GO:0016323",0.58081415143165,0.759941917130561,0.40337884687594,0.58137830514605
"48","GO:0016324",0.662221286070552,0.787443101069826,0.419608357155189,0.623090914765189
