"","GO","wR2Nmean","CRI2mean","eAImean","sumScoremean"
"1","GO:0000139",0.660823588633523,0.775881260644984,0.353490381500274,0.596731743592927
"2","GO:0000775",0.585330339805236,0.73115480771473,0.300758051008386,0.539081066176117
"3","GO:0000776",0.576962821528325,0.735600562355471,0.302100284954292,0.538221222946029
"4","GO:0000785",0.64757027865036,0.759375535193339,0.340154915310564,0.582366909718088
"5","GO:0000786",0.65311846562261,0.758832241189694,0.472691189908663,0.628213965573655
"6","GO:0001669",0.585958361452846,0.741741663955741,0.313266424149891,0.546988816519493
"7","GO:0005575",0.608851556489602,0.751222334591562,0.318178493476389,0.559417461519184
"8","GO:0005576",0.635383113851025,0.765223197402924,0.334992089332136,0.578532800195361
"9","GO:0005615",0.630552030899073,0.765467615956958,0.33635068203281,0.57745677629628
"10","GO:0005622",0.673768496843112,0.768062749255485,0.347011221341747,0.596280822480115
"11","GO:0005634",0.647538776557469,0.760957273479216,0.336701734636355,0.581732594891013
"12","GO:0005635",0.614593148768762,0.76138315270023,0.33107772727743,0.569018009582141
"13","GO:0005654",0.661571269287415,0.764497889840937,0.339755465229782,0.588608208119378
"14","GO:0005667",0.699280322968239,0.78278337029745,0.374717097179192,0.618926930148294
"15","GO:0005681",0.590400663001576,0.719297464399977,0.276798493855463,0.528832207085672
"16","GO:0005694",0.63625144474149,0.743286082616772,0.33346859565209,0.571002041003451
"17","GO:0005730",0.642931178323139,0.748239918782738,0.319888974934235,0.570353357346704
"18","GO:0005737",0.662397337240403,0.768350369749525,0.341156832616576,0.590634846535501
"19","GO:0005739",0.650296559618787,0.761755365607347,0.343808378265692,0.585286767830609
"20","GO:0005741",0.692968057119601,0.771963797805624,0.35405342283914,0.606328425921455
"21","GO:0005743",0.642212541010892,0.759335492257343,0.348272232897055,0.583273422055097
"22","GO:0005759",0.656018036425954,0.769393367625827,0.341482646559247,0.588964683537009
"23","GO:0005764",0.630802842232826,0.770142020632953,0.340740642727001,0.580561835197593
"24","GO:0005765",0.646397553394163,0.777024220839975,0.350263618126468,0.591228464120202
"25","GO:0005768",0.673790002053672,0.777850866860103,0.360864518793303,0.604168462569026
"26","GO:0005769",0.691204970187825,0.786189865130242,0.377001488097819,0.618132107805295
"27","GO:0005777",0.659148888565132,0.766811533586805,0.336881142883175,0.587613855011704
"28","GO:0005783",0.666835225506088,0.782056047812728,0.3560636707489,0.601651648022572
"29","GO:0005789",0.66236214882354,0.777317291486547,0.348880895069157,0.596186778459748
"30","GO:0005794",0.667186807641711,0.778296830406065,0.352002305454003,0.599161981167259
"31","GO:0005802",0.66554736546473,0.777859929116371,0.354614936077384,0.599340743552828
"32","GO:0005811",0.650602351155422,0.772026315825394,0.333587248249129,0.585405305076648
"33","GO:0005813",0.63398372718183,0.753463952096411,0.321930418600399,0.56979269929288
"34","GO:0005829",0.663013870333428,0.768102253406197,0.340787035109839,0.590634386283155
"35","GO:0005840",0.653309720272366,0.74657797619697,0.349358360864588,0.583082019111308
"36","GO:0005856",0.667094391387627,0.767443954756075,0.336800408944921,0.590446251696208
"37","GO:0005874",0.64826386858621,0.763419345714345,0.329375051045268,0.580352755115274
"38","GO:0005882",0.712656872964037,0.829651853346538,0.379904672276546,0.64073779952904
"39","GO:0005886",0.674143247179947,0.785664744406512,0.362062139278399,0.607290043621619
"40","GO:0005887",0.629308816429884,0.777165215241784,0.333663450389883,0.58004582735385
"41","GO:0005911",0.646023190265235,0.770571187234337,0.350197980103595,0.588930785867722
"42","GO:0005923",0.624573266891346,0.773143114947068,0.36021589871597,0.585977426851461
"43","GO:0005925",0.718604277215968,0.799576044572302,0.377806777820166,0.631995699869479
"44","GO:0005929",0.688723545806207,0.77863520543138,0.356256741885355,0.607871831040981
"45","GO:0008076",0.739043795383995,0.81343206973313,0.402402324598029,0.651626063238385
"46","GO:0009897",0.62446019397971,0.770869977173954,0.332736906997892,0.576022359383851
"47","GO:0009986",0.672198761756438,0.785408254153928,0.364125298168182,0.607244104692849
"48","GO:0014069",0.689002342759692,0.787331472375224,0.376904112478191,0.617745975871036
"49","GO:0015629",0.690205776340161,0.775448864392988,0.35345252555412,0.60636905542909
"50","GO:0015630",0.695882452512747,0.784659062334888,0.35866978082754,0.613070431891725
"51","GO:0016020",0.668798260779754,0.781712217158813,0.361566521215309,0.604025666384625
"52","GO:0016021",0.653701126066509,0.785551646299358,0.354227388399746,0.597826720255204
"53","GO:0016323",0.720660138094861,0.800919375149687,0.392546247687051,0.638041920310533
"54","GO:0016324",0.6895261874801,0.791308091096953,0.376287674429928,0.619040651002327
"55","GO:0016604",0.65333959198676,0.757292015580413,0.328321844327957,0.57965115063171
"56","GO:0016607",0.644113126593473,0.757578141851892,0.327683060953494,0.57645810979962
"57","GO:0030054",0.687784320721547,0.786269028550139,0.367018280566264,0.613690543279317
"58","GO:0030141",0.663891129976055,0.776121914665105,0.351338197924423,0.597117080855195
"59","GO:0030176",0.669634802630527,0.788723703469326,0.380452714902028,0.612937073667293
"60","GO:0030424",0.693360320940813,0.78589117180227,0.368944223511072,0.616065238751385
"61","GO:0030425",0.688090635420013,0.788029326840181,0.36800081951582,0.614706927258671
"62","GO:0030426",0.720728993082012,0.789833558571067,0.353596326021373,0.621386292558151
"63","GO:0030496",0.636453201974171,0.755014075325472,0.315876448122985,0.569114575140876
"64","GO:0031012",0.666670386592177,0.781936391320351,0.345201306275394,0.597936028062641
"65","GO:0031225",0.671538150937841,0.785723643493977,0.374943782799133,0.610735192410317
"66","GO:0031410",0.652490384013477,0.774226865708224,0.347926998770437,0.591548082830713
"67","GO:0031514",0.665554592757248,0.759663753691518,0.33503242171615,0.586750256054972
"68","GO:0031965",0.62315587227079,0.758617774386842,0.319289339968168,0.567020995541934
"69","GO:0031982",0.650055155240554,0.770448825026826,0.344250203508807,0.588251394592062
"70","GO:0032991",0.657887032043022,0.770786757455606,0.373058083020739,0.600577290839789
"71","GO:0036064",0.669896505920565,0.76722440953354,0.343203136344042,0.593441350599382
"72","GO:0042995",0.685185406148432,0.778379480361086,0.355620757472943,0.60639521466082
"73","GO:0043005",0.68480387601261,0.790826422956414,0.372834849758288,0.616155049575771
"74","GO:0043025",0.702118194000545,0.790502767564031,0.377348139735751,0.623323033766775
"75","GO:0043197",0.701992976045966,0.78766532726642,0.352412233174826,0.614023512162404
"76","GO:0043204",0.702573011435157,0.784507299168977,0.364989991056238,0.617356767220124
"77","GO:0043209",0.751427004854071,0.812805301659074,0.400557125871219,0.654929810794788
"78","GO:0043231",0.657333952169886,0.775112060403866,0.340482895015743,0.590976302529832
"79","GO:0043235",0.687996904760497,0.791066253129408,0.369058704446978,0.616040620778961
"80","GO:0043679",0.715552147989365,0.803574411673058,0.404022733192185,0.641049764284869
"81","GO:0044297",0.691478932736625,0.782962746609103,0.358051669277418,0.610831116207715
"82","GO:0045121",0.719063682144136,0.806265946593714,0.393781161934239,0.639703596890697
"83","GO:0045177",0.695902342977287,0.792374413563539,0.370912109279668,0.619729621940165
"84","GO:0045202",0.700004898667704,0.787712715654436,0.364761371608815,0.617492995310318
"85","GO:0045211",0.69907404820055,0.791265413202857,0.363480236882562,0.617939899428656
"86","GO:0048471",0.675830882159928,0.774905853736346,0.345966489215578,0.598901075037284
"87","GO:0062023",0.669750690355631,0.781375018041392,0.353330270967517,0.601485326454847
"88","GO:0098978",0.719636860165475,0.799593949166832,0.38386250580345,0.634364438378586
"89","GO:0099055",0.729132521207455,0.815948812530978,0.404326096250481,0.649802476662971
"90","GO:0099056",0.738175140802936,0.818257219390154,0.414328843243315,0.656920401145468
"91","GO:1990904",0.632842178639078,0.7582965440408,0.307894793287982,0.56634450532262
