"","GO","wR2Nmean","CRI2mean","eAImean","sumScoremean"
"1","GO:0000049",0.366077810020297,0.671717094586015,0.277061739073561,0.438285547893291
"2","GO:0000149",0.310916736919992,0.650554429859898,0.235601760651124,0.399024309143671
"3","GO:0000166",0.351820623894579,0.667567626094252,0.256477343681079,0.425288531223303
"4","GO:0000287",0.442713482893728,0.706840411694121,0.316871143842527,0.488808346143459
"5","GO:0000978",0.311796483606969,0.661169146339313,0.216825348087592,0.396596992677958
"6","GO:0000981",0.306760235747997,0.668112249996813,0.212455897168213,0.395776127637674
"7","GO:0001228",0.312155071742228,0.663721088709647,0.215208712914306,0.39702829112206
"8","GO:0003674",0.362130833195481,0.679496659649213,0.234335260447843,0.425320917764179
"9","GO:0003676",0.322536859609107,0.657585808269134,0.237760688820992,0.405961118899744
"10","GO:0003677",0.308474013340423,0.656205753825885,0.230892427307865,0.398524064824725
"11","GO:0003678",0.339021210540436,0.667011426508202,0.228870112600583,0.411634249883074
"12","GO:0003682",0.296257678501845,0.644427735827015,0.226342182105884,0.389009198811581
"13","GO:0003688",0.308132597431848,0.654547818079358,0.253098929727485,0.40525978174623
"14","GO:0003690",0.294063009991527,0.648143383889753,0.236855155409362,0.393020516430214
"15","GO:0003697",0.320639581622227,0.657196328344569,0.233737205816545,0.403857705261114
"16","GO:0003700",0.334591891794147,0.668226153469214,0.230083634241728,0.410967226501696
"17","GO:0003712",0.304667122192212,0.650995792742439,0.220375361642759,0.392012758859137
"18","GO:0003713",0.327235898044997,0.65416649338225,0.232103081594621,0.404501824340623
"19","GO:0003723",0.366357379833904,0.68114694643282,0.304077829386674,0.450527385217799
"20","GO:0003724",0.325022947698811,0.648354901021711,0.266693345526883,0.413357064749135
"21","GO:0003729",0.384290378374717,0.676236344819835,0.289275933698348,0.4499342189643
"22","GO:0003735",0.492140197360443,0.761638938361017,0.514565942973651,0.589448359565037
"23","GO:0003743",0.419082482740208,0.682114922353202,0.330739542849136,0.477312315980849
"24","GO:0003779",0.367649898192152,0.674535086442138,0.279668548585285,0.440617844406525
"25","GO:0003824",0.400754252865242,0.68698918470395,0.281449879108897,0.45639777222603
"26","GO:0003887",0.245291632192687,0.638042748333693,0.207870411641358,0.363734930722579
"27","GO:0003899",0.3854930194215,0.672590520983758,0.256011049435363,0.438031529946874
"28","GO:0003924",0.381961159028649,0.67694047807107,0.275900311241196,0.444933982780305
"29","GO:0003964",0.239607682053289,0.633828310044336,0.204583735613161,0.359339909236929
"30","GO:0004190",0.26819315620719,0.647386085637878,0.215324888669876,0.376968043504981
"31","GO:0004386",0.332446345275298,0.658454314365978,0.245269426061376,0.412056695234218
"32","GO:0004518",0.266180098450159,0.643035040261945,0.200787954322718,0.370001031011607
"33","GO:0004519",0.253967799089779,0.635827880917613,0.193316116051768,0.361037265353053
"34","GO:0004523",0.243939981081908,0.63695555918742,0.206907214777826,0.362600918349051
"35","GO:0004540",0.245307664662,0.639071432124676,0.208834473442461,0.364404523409712
"36","GO:0004672",0.292609101640326,0.656112317856412,0.21641365944399,0.388378359646909
"37","GO:0004674",0.293849305171244,0.65682054836875,0.216529148141403,0.389066333893799
"38","GO:0004721",0.33243361872111,0.672564639187877,0.214948647174708,0.406648968361232
"39","GO:0004812",0.394480214962312,0.674085810791586,0.291863740973123,0.453476588909007
"40","GO:0004842",0.309358779136591,0.669924534123358,0.210118512647123,0.396467275302357
"41","GO:0005085",0.298668907869824,0.664074432989549,0.238155200286681,0.400299513715352
"42","GO:0005096",0.307336431182148,0.655853328357923,0.220634602505634,0.394608120681902
"43","GO:0005198",0.317011925319979,0.652251360947207,0.234713254884179,0.401325513717121
"44","GO:0005199",0.696799073556228,0.83699113882383,0.626030363703514,0.719940192027857
"45","GO:0005515",0.323894327058011,0.659324209610834,0.236563899813765,0.406594145494203
"46","GO:0005524",0.346221763916783,0.666224862837468,0.253232856424917,0.421893161059723
"47","GO:0005525",0.383578614970632,0.674426677144764,0.278292520568753,0.44543260422805
"48","GO:0008017",0.279690023593216,0.633273617552098,0.215376198679678,0.376113279941664
"49","GO:0008168",0.347303267548174,0.670064475236818,0.235109233966299,0.417492325583764
"50","GO:0008233",0.326543537856357,0.667970996854181,0.229614368384208,0.408042967698248
"51","GO:0008237",0.37365214285425,0.682898938414026,0.250861490739794,0.435804190669357
"52","GO:0008270",0.351903164662947,0.684718056528554,0.244720668611122,0.427113963267541
"53","GO:0008289",0.355211384831247,0.664518412713609,0.275999802662821,0.431909866735892
"54","GO:0009055",0.432517006500244,0.679095779279486,0.265297582390576,0.458970122723435
"55","GO:0015616",0.316869842975877,0.650159567126457,0.219256952843591,0.395428787648641
"56","GO:0016301",0.332251154174747,0.668596492656385,0.237174305577426,0.412673984136186
"57","GO:0016491",0.455802968843094,0.705633341116854,0.303734828188605,0.488390379382851
"58","GO:0016616",0.471934390591019,0.698708949933262,0.305175035184707,0.491939458569663
"59","GO:0016740",0.352198855574685,0.674124780088768,0.242610537611601,0.422978057758351
"60","GO:0016746",0.369222709085657,0.680448212758187,0.245937089995307,0.431869337279717
"61","GO:0016757",0.388074443643681,0.692973883387082,0.248458905837877,0.44316907762288
"62","GO:0016779",0.280813501422644,0.649748931264373,0.220241679362048,0.383601370683021
"63","GO:0016787",0.349248270932404,0.673167519613622,0.23887942606958,0.420431738871869
"64","GO:0016791",0.39155893445722,0.691067204350738,0.245057258493782,0.442561132433914
"65","GO:0016798",0.424594794268612,0.713992054144821,0.28133146491271,0.473306104442048
"66","GO:0016829",0.42791489173871,0.697083739883592,0.294713427905921,0.473237353176074
"67","GO:0016853",0.428278564858328,0.700658530839861,0.290271649960585,0.473069581886258
"68","GO:0016874",0.402774085413127,0.678837138290316,0.283537175127071,0.455049466276838
"69","GO:0016887",0.367696539456201,0.669673556243936,0.284003696202745,0.440457930634294
"70","GO:0019843",0.435650379476813,0.731998773113438,0.456613680630919,0.541420944407056
"71","GO:0022857",0.429753173201242,0.707478013927345,0.274319766591091,0.470516984573226
"72","GO:0030170",0.46409373557737,0.703304392232996,0.302964269620128,0.490120799143498
"73","GO:0030674",0.314554136119559,0.655423502020823,0.226347733611465,0.398775123917282
"74","GO:0032266",0.31931965022582,0.669991168521564,0.243397720370859,0.410902846372748
"75","GO:0042393",0.30278863301889,0.652478332593797,0.232183186179233,0.395816717263973
"76","GO:0043022",0.442704849967218,0.695106516216182,0.359062053280248,0.498957806487883
"77","GO:0043130",0.336668468135595,0.660697140851129,0.238914152809971,0.412093253932232
"78","GO:0043565",0.321704373139592,0.664739852348496,0.222234031796371,0.402892752428153
"79","GO:0044877",0.322010900502192,0.650092324543158,0.224505489980043,0.398869571675131
"80","GO:0046872",0.362520185555782,0.68022119427611,0.250648152566322,0.431129844132738
"81","GO:0051015",0.373158834471871,0.676128961110555,0.294813516532801,0.448033770705076
"82","GO:0051082",0.414653449125245,0.679287822694382,0.314997246017227,0.469646172612285
"83","GO:0051536",0.384362146385235,0.67061089907538,0.252463128092256,0.435812057850957
"84","GO:0061630",0.287378494851985,0.670755454495308,0.207078632834646,0.388404194060646
